sub_ID,Q6_consent,Q8_covid_info,Q9_covid_knowledge,Q10_rank_attention_to_news,Q13_1_trust_doctor_news,Q13_trust_hospital_news,Q13_trust_cdc_news,Q13_trust_government_news,Q14_confidence_us_government,Q16_Belief_scientists_understand_covid,Q17_concerned_outbreak,Q18_likely_to_catch_covid,Q20_ability_to_protect_self,Q21_expected_symptom_severity,Q101_confidence_in_authority,Q23_risk_exaggerated,Q27_wearing_mask,Q35_take_vaccine_,Q40_age,Q40_age_bin,Q41_gender,Q74_education,Q84_community,Q43_health_1_5_,Q39_flu_vaccine,Q44_contact_covid,Q85_pre_exisiting_conditions,Q92_friends_family_preexisiting_conditions
889,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,8,4, A moderate amount,50,100,3,75,somewhat disagree,everyone,definitely,24,20-24,f,highschool graduate,suburb,5,TRUE,no,no,yes
890,1,A lot,A lot,10,FALSE,TRUE,TRUE,FALSE,3,5,A little,100,80,3,30,somewhat disagree,everyone,probably_not,19,18-19,f,some college,suburb,4,FALSE,yes,no,yes
892,1,A little,Nothing at all,6,FALSE,FALSE,TRUE,FALSE,3,6,A lot,29,29,1,30,strongly disagree,everyone,definitely,20,20-24,f, 4 year degree,small city/town,2,TRUE,yes,unsure,unsure
894,1,A lot, A moderate amount,10,FALSE,FALSE,FALSE,FALSE,4,8, A moderate amount,71,81,3,40,strongly disagree,everyone,definitely,36,35-39,f, 4 year degree,large city,3,TRUE,no,yes,yes
895,1, A moderate amount,A little,5,FALSE,FALSE,TRUE,TRUE,6,6, A moderate amount,5,99,2,50,somewhat disagree,everyone,definitely,23,20-24,f,some college,suburb,4,FALSE,no,no,unsure
896,1, A moderate amount,A little,4,FALSE,FALSE,TRUE,FALSE,3,4,A lot,20,80,4,35,somewhat disagree,everyone,definitely,24,20-24,f, 4 year degree,small city/town,4,TRUE,no,yes,yes
897,1,A lot, A moderate amount,8,TRUE,FALSE,TRUE,FALSE,1,9,Not at all,20,70,2,75,strongly disagree,everyone,definitely,20,20-24,m,2 year degree,large city,5,TRUE,unsure,no,yes
900,1, A moderate amount, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,7,7,A little,50,70,3,75,somewhat disagree,everyone,unsure,54,50-54,f,some college,suburb,3,FALSE,unsure,no,yes
901,1, A moderate amount,A lot,8,FALSE,FALSE,TRUE,FALSE,2,5,A lot,72,52,2,9,strongly agree,everyone,definitely,58,55-59,m,some college,rural area,3,FALSE,no,no,yes
902,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,5,7,A lot,80,60,3,60,strongly disagree,sick people,definitely,32,30-34,f, 4 year degree,small city/town,3,TRUE,unsure,no,yes
903,1,A lot, A moderate amount,8,FALSE,FALSE,FALSE,FALSE,1,5, A moderate amount,71,19,3,10,strongly disagree,everyone,probably,53,50-54,f,highschool graduate,suburb,3,FALSE,unsure,unsure,yes
904,1,A lot, A moderate amount,7,FALSE,FALSE,FALSE,FALSE,8,10, A moderate amount,5,100,5,100,strongly disagree,everyone,definitely,58,55-59,f, 4 year degree,small city/town,4,TRUE,no,yes,yes
905,1,A lot, A moderate amount,8,FALSE,TRUE,TRUE,FALSE,4,7, A moderate amount,100,85,3,42,strongly disagree,everyone,definitely,21,20-24,f, 4 year degree,suburb,4,FALSE,no,yes,yes
907,1, A moderate amount, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,2,9, A moderate amount,20,72,3,41,somewhat disagree,everyone,probably,33,30-34,f,professional degree,suburb,4,TRUE,no,no,yes
908,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,0,5,A little,0,0,2,30,somewhat disagree,everyone,definitely,29,25-29,f,highschool graduate,small city/town,3,TRUE,no,unsure,unsure
911,1, A moderate amount, A moderate amount,6,TRUE,FALSE,TRUE,FALSE,3,5,A lot,40,90,5,15,strongly disagree,everyone,unsure,33,30-34,f,some college,suburb,2,FALSE,no,yes,yes
912,1,A little,A little,6,FALSE,FALSE,TRUE,FALSE,6,5,A lot,70,60,5,60,somewhat disagree,everyone,unsure,52,50-54,f,2 year degree,suburb,3,FALSE,yes,yes,yes
915,1,A lot, A moderate amount,6,FALSE,FALSE,TRUE,FALSE,3,7, A moderate amount,75,70,2,35,somewhat disagree,everyone,definitely,20,20-24,f, 4 year degree,small city/town,4,FALSE,yes,no,no
916,1,A lot, A moderate amount,7,FALSE,FALSE,TRUE,TRUE,4,10,A lot,80,85,4,20,strongly disagree,everyone,definitely,22,20-24,m,some college,small city/town,2,TRUE,yes,yes,yes
917,1,A lot,A little,8,TRUE,FALSE,FALSE,FALSE,6,7,A lot,50,80,3,75,somewhat disagree,everyone,probably_not,28,25-29,f,highschool graduate,rural area,3,FALSE,no,no,yes
918,1,A lot, A moderate amount,8,FALSE,FALSE,TRUE,FALSE,4,4,A lot,1,100,6,40,strongly disagree,everyone,definitely,69,65-69,f,some college,suburb,4,FALSE,no,yes,no
919,1,A lot, A moderate amount,9,FALSE,FALSE,FALSE,FALSE,5,5, A moderate amount,88,90,6,65,strongly disagree,everyone,definitely,49,45-49,f,some college,rural area,1,TRUE,no,yes,yes
921,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,0,6,A lot,53,100,4,57,strongly disagree,everyone,definitely,59,55-59,f, 4 year degree,small city/town,3,FALSE,no,no,yes
